,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CurrentRoleRatio,JobHopper,AvgTrainingPerYear,RecentlyPromoted,YearsInCompanyRatio,IncomePerLevel
429,430,24,0.0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,1,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4,0.33333277777870374,0,0.4,0,0.8333319444467593,3161.9683803161965
430,431,50,0.0,Travel_Rarely,1464,Research & Development,2,4,Medical,1,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,0.03448274673008733,0,0.25,0,0.27586197384069866,3847.39230521539
431,432,32,0.0,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2,0.0,1,1.0,1,0.5999988000024,2331.9766802331974
432,433,34,0.0,Travel_Rarely,121,Research & Development,2,4,Medical,1,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3,0.8333319444467593,0,0.5,1,0.9999983333361112,4380.956190438095
433,434,26,0.0,Travel_Rarely,652,Research & Development,7,3,Other,1,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7,0.8749989062513672,0,0.2857142857142857,1,0.8749989062513672,3577.964220357796
434,435,33,0.0,Travel_Frequently,1141,Sales,1,3,Life Sciences,1,3,Female,42,4,2,Sales Executive,1,Married,5376,3193,2,Y,No,19,3,1,80,2,10,3,3,5,3,1,3,0.2999997000003,0,0.6,1,0.49999950000050003,2687.9865600671997
437,438,38,0.0,Travel_Frequently,1391,Research & Development,10,1,Medical,1,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2,0.3333322222259259,0,0.0,1,0.6666644444518518,2683.9731602683974
438,439,37,0.0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2,0.24999968750039064,0,2.0,1,0.37499953125058594,3628.963710362896
439,440,35,0.0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,0.6999993000007,0,0.25,1,0.7999992000008,2543.9915200282667
440,441,32,0.0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4,0.22222197530891633,0,0.8333333333333334,1,0.666665925926749,1087.9945600272
441,442,38,0.0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12,0.41176446366796254,1,0.13333333333333333,0,0.882352422145634,2989.9850500747493
442,443,39,0.0,Travel_Rarely,117,Research & Development,10,1,Medical,1,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10,0.4285712244898931,0,0.14285714285714285,0,0.9999995238097505,4266.989332526669
443,444,33,0.0,Travel_Rarely,117,Research & Development,9,3,Medical,1,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,0.6666662222225186,0,0.35714285714285715,0,0.9333327111115259,2780.972190278097
445,446,59,0.0,Travel_Rarely,326,Sales,3,3,Life Sciences,1,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,0.07692301775152481,1,0.3333333333333333,1,0.46153810650914884,2585.487072564637
446,447,36,0.0,Travel_Rarely,928,Sales,1,2,Life Sciences,1,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11,0.7777773456792524,0,0.05555555555555555,0,0.9999994444447531,3100.4844975775122
447,448,37,0.0,Travel_Frequently,663,Research & Development,11,3,Other,1,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7,0.7999992000008,0,0.1,1,0.9999990000010001,4061.653127822907
449,450,28,0.0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2,0.5999988000024,0,0.6,1,0.9999980000040001,3309.9669003309964
450,451,49,0.0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,0.29032248699274615,0,0.16129032258064516,1,0.9999996774194589,3900.392199215602
451,452,34,0.0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,0.8333319444467593,0,0.5,1,0.9999983333361112,3621.9637803621963
455,456,35,1.0,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,0.7777769135812072,0,0.25,0,0.8888879012356653,3193.989353368822
456,457,27,0.0,Travel_Frequently,994,Sales,8,3,Life Sciences,1,4,Male,37,3,3,Sales Executive,3,Single,8726,2975,1,Y,No,15,3,4,80,0,9,0,3,9,8,1,7,0.8888879012356653,0,0.0,1,0.9999988888901234,2908.6569711434295
457,458,48,0.0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,0.40740725651583093,1,0.2,0,0.5555553497943149,3666.321112262959
458,459,41,0.0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4,0.0,0,0.4,1,0.7142846938790088,2237.9776202237977
459,460,36,0.0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,0.8333326388894676,0,0.18181818181818182,1,0.9166659027784144,3691.963080369196
460,461,40,0.0,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2,0.39999920000160005,1,1.6666666666666667,1,0.5999988000024,2437.9878100609494
462,463,31,0.0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8,0.6363630578517656,0,0.18181818181818182,1,0.9999990909099173,2211.9889400552997
463,464,20,1.0,Travel_Rarely,1362,Research & Development,10,1,Medical,1,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,0.0,0,5.0,1,0.9999900000999989,1008.9899101008989
465,466,36,1.0,Travel_Rarely,318,Research & Development,9,3,Medical,1,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0,0.0,0,0.0,1,0.49999750001249993,3387.9661203387964
467,468,35,0.0,Travel_Frequently,944,Sales,1,3,Marketing,1,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8,0.6999993000007,0,0.3,1,0.9999990000010001,2929.6569011436627
468,469,24,0.0,Travel_Rarely,1206,Research & Development,17,1,Medical,1,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2,0.39999920000160005,0,1.5,0,0.7999984000032001,2188.489057554712
469,470,23,0.0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1,0.0,0,2.0,1,0.9999900000999989,1222.9877701222988
470,471,28,0.0,Travel_Rarely,1476,Research & Development,16,2,Medical,1,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7,0.3333329629633745,0,0.25,1,0.8888879012356653,2830.485847570762
471,472,60,0.0,Travel_Rarely,1179,Sales,16,4,Marketing,1,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2,0.1999998000002,1,0.5,1,0.1999998000002,2702.486487567562
472,473,47,0.0,Travel_Frequently,1379,Research & Development,16,4,Medical,1,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7,0.49999975000012503,0,0.15789473684210525,1,0.9499995250002375,2533.487332563337
473,474,41,0.0,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6,0.26086945179589055,0,0.09523809523809523,0,0.9130430812856168,3828.192343615313
474,475,24,0.0,Travel_Rarely,477,Research & Development,24,3,Medical,1,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,0.4999991666680556,1,0.5,1,0.6666655555574075,3596.964030359696
475,476,29,0.0,Travel_Rarely,1086,Research & Development,7,1,Medical,1,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,0.37499953125058594,1,1.25,1,0.4999993750007813,2531.974680253197
476,477,37,1.0,Travel_Frequently,504,Research & Development,10,3,Medical,1,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0,0.0,1,5.0,1,0.058823494809708936,3349.3221689261036
479,480,55,0.0,Travel_Frequently,135,Research & Development,18,4,Medical,1,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,0.41176446366796254,0,0.375,0,0.4705879584776715,3192.484037579812
480,481,30,0.0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,0.7999992000008,0,0.1,0,0.9999990000010001,2562.9871850640748
483,484,26,0.0,Travel_Rarely,703,Sales,28,2,Marketing,1,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,0.4999991666680556,0,1.0,1,0.8333319444467593,3135.9843200783994
484,485,29,1.0,Travel_Rarely,318,Research & Development,8,4,Other,1,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,0.9999985714306123,0,0.5714285714285714,1,0.9999985714306123,2118.978810211898
485,486,25,1.0,Travel_Rarely,688,Research & Development,3,3,Medical,1,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,0.33333277777870374,1,2.5,1,0.33333277777870374,4030.959690403096
487,488,37,0.0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,0.3888886728396262,0,0.1111111111111111,0,0.9999994444447531,3033.9696603033967
488,489,36,0.0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3,0.6666655555574075,0,0.6,1,0.8333319444467593,2341.9765802341976
489,490,41,1.0,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0,0.0,1,2.0,1,0.19999960000080003,2106.978930210698
490,491,36,0.0,Travel_Rarely,1174,Sales,3,4,Marketing,1,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1,0.2666664888890074,0,0.6,1,0.3333331111112593,4638.9768051159745
491,492,38,0.0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11,0.7999994666670223,0,0.2,0,0.9999993333337778,4527.318242272526
493,494,38,0.0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,0.0,0,inf,1,0.0,2618.973810261897
494,495,51,0.0,Travel_Rarely,1318,Sales,26,4,Marketing,1,1,Female,66,3,4,Manager,3,Married,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17,0.20689648038052402,0,0.1,0,0.6896549346017466,4076.73980815048
495,496,37,0.0,Travel_Rarely,1319,Research & Development,6,3,Medical,1,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,0.5384611242606736,0,0.2857142857142857,0,0.5384611242606736,2986.9850650746744
496,497,20,1.0,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0,0.0,0,5.0,1,0.9999900000999989,2925.970740292597
497,498,45,0.0,Travel_Rarely,974,Research & Development,1,4,Medical,1,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2,0.37499953125058594,0,0.4,1,0.6249992187509766,2269.9773002269976
498,499,24,1.0,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,0.0,0,3.0,1,0.9999900000999989,2209.9779002209975
499,500,52,0.0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,0.49999972222237654,0,0.3,0,0.5555552469137517,2788.486057569712
500,501,49,0.0,Travel_Rarely,1261,Research & Development,7,3,Other,1,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,0.07692304733728948,1,0.4,1,0.1923076183432237,3654.9878167072775
504,505,19,1.0,Travel_Rarely,528,Sales,22,1,Marketing,1,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0,0.0,0,inf,1,0.0,1674.9832501674982
506,507,24,0.0,Non-Travel,673,Research & Development,11,2,Other,1,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011,8232,0,Y,No,18,3,4,80,1,5,5,2,4,2,1,3,0.39999920000160005,0,1.25,1,0.7999984000032001,2005.4899725501373
507,508,22,0.0,Travel_Rarely,604,Research & Development,6,1,Medical,1,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,0.6666644444518518,0,1.5,1,0.6666644444518518,2772.972270277297
509,510,42,0.0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,Y,No,13,3,2,80,1,24,4,2,24,7,14,9,0.2916665451389395,0,0.16666666666666666,0,0.9999995833335069,3685.9926280147442
510,511,33,0.0,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,1,4,Female,56,3,1,Research Scientist,3,Married,2909,23159,1,Y,Yes,11,3,3,80,0,8,3,3,8,7,3,0,0.8749989062513672,0,0.375,0,0.9999987500015626,2908.970910290897
511,512,37,0.0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7,0.7142846938790088,0,0.2857142857142857,1,0.9999985714306123,2996.485017574912
512,513,39,0.0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,0.38095219954657167,0,0.14285714285714285,1,0.9999995238097505,3839.3923212153577
513,514,36,0.0,Travel_Frequently,607,Sales,7,3,Marketing,1,1,Female,83,4,2,Sales Executive,1,Married,4639,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13,0.41176446366796254,0,0.13333333333333333,0,0.882352422145634,2319.4884025579872
514,515,50,0.0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,0.1499999250000375,1,0.5,1,0.19999990000005,3498.6550044833184
515,516,33,0.0,Travel_Rarely,213,Research & Development,7,3,Medical,1,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7,0.6428566836737974,0,0.23076923076923078,0,0.9285707653065962,3896.9870100433
516,517,43,0.0,Travel_Frequently,1001,Research & Development,9,5,Medical,1,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,0.6999993000007,0,0.375,0,0.7999992000008,2839.485802570987
518,519,30,0.0,Travel_Rarely,1275,Research & Development,28,2,Medical,1,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,0.7272720661163036,0,0.2,1,0.9090900826453795,2887.485562572187
520,521,36,1.0,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,3,Male,82,2,1,Sales Representative,1,Single,3407,6986,7,Y,No,23,4,2,80,0,10,4,3,5,3,0,3,0.2999997000003,1,0.8,1,0.49999950000050003,3406.9659303406966
524,525,27,0.0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,0.49999875000312505,0,0.6666666666666666,1,0.7499981250046875,2113.489432552837
525,526,42,0.0,Travel_Rarely,469,Research & Development,2,2,Medical,1,4,Male,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,0.26086945179589055,0,0.13636363636363635,0,0.9565213232515986,4416.238959402602
526,527,36,1.0,Travel_Rarely,660,Research & Development,15,3,Other,1,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,0.0,1,3.0,1,0.11111098765445816,2416.9879150604247
527,528,29,0.0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,0.0,0,0.3333333333333333,1,0.9999983333361112,3311.483442582787
528,529,37,0.0,Travel_Rarely,482,Research & Development,3,3,Other,1,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,0.6999993000007,0,0.2,0,0.9999990000010001,3144.656184479385
530,531,40,0.0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9,0.31818167355378474,0,0.23809523809523808,0,0.9545450206613543,3887.192225615549
531,532,58,1.0,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,Y,Yes,12,3,4,80,0,40,2,3,31,15,13,8,0.3749999062500234,1,0.06451612903225806,0,0.7749998062500484,3849.192301615397
533,534,40,0.0,Travel_Rarely,1308,Research & Development,14,3,Medical,1,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,0.3333331746032502,0,0.1,0,0.9523804988664292,3925.192149615701
535,536,30,0.0,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4,0.7499993750005208,0,0.2,0,0.8333326388894676,3139.656201145996
536,537,33,1.0,Travel_Rarely,118,Sales,16,3,Marketing,1,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2,0.33333277777870374,1,1.0,1,0.4999991666680556,2661.9866900665497
538,539,31,0.0,Non-Travel,979,Research & Development,1,4,Medical,1,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4,0.6666655555574075,0,0.4,1,0.8333319444467593,2172.489137554312
539,540,30,0.0,Non-Travel,879,Research & Development,9,2,Medical,1,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7,0.3999996000004,1,0.375,1,0.7999992000008,2347.488262558687
542,543,59,0.0,Travel_Rarely,1324,Research & Development,3,3,Medical,1,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0,0.0,0,3.0,1,0.08333326388894677,2669.9733002669973
543,544,49,1.0,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3,0.1499999250000375,0,0.5,1,0.19999990000005,2141.9892900535497
545,546,28,0.0,Travel_Rarely,736,Sales,26,3,Life Sciences,1,3,Male,48,2,2,Sales Executive,1,Married,4724,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4,0.5999988000024,0,0.0,1,0.9999980000040001,2361.9881900590494
546,547,36,0.0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7,0.6999993000007,0,0.0,1,0.6999993000007,2364.6587844707183
548,549,28,1.0,Travel_Rarely,103,Research & Development,24,3,Life Sciences,1,3,Male,50,2,1,Laboratory Technician,3,Single,2028,12947,5,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3,0.33333277777870374,1,1.0,1,0.6666655555574075,2027.9797202027978
549,550,26,1.0,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,0.571427755103207,0,0.3333333333333333,1,0.8571416326548106,3101.968980310197
550,551,31,0.0,Non-Travel,1188,Sales,20,2,Marketing,1,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0,0.8888879012356653,0,0.2222222222222222,1,0.9999988888901234,3465.9826700866493
551,552,40,0.0,Non-Travel,1094,Sales,28,3,Other,1,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,0.0,0,2.0,1,0.0499999750000125,3643.987853373822
552,553,27,0.0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2,0.49999875000312505,1,1.0,1,0.49999875000312505,2810.971890281097
553,554,50,0.0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7,0.10714281887756469,0,0.125,1,0.2857141836735058,3634.392731214538
555,556,33,1.0,Travel_Rarely,1277,Research & Development,15,1,Medical,1,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,0.39999973333351113,1,0.2857142857142857,0,0.46666635555576297,4536.651544494852
556,557,46,0.0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2,0.07142854591837645,1,1.5,1,0.07142854591837645,3508.988303372322
557,558,33,1.0,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,0.39999920000160005,0,0.0,1,0.39999920000160005,2312.9768702312977
558,559,37,0.0,Travel_Rarely,397,Research & Development,7,4,Medical,1,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,0.12499992187504883,0,0.6,1,0.31249980468762206,4554.651484495052
560,561,26,0.0,Travel_Rarely,775,Sales,29,2,Medical,1,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,0.0,1,inf,1,0.0,2152.989235053825
562,563,50,0.0,Travel_Rarely,854,Sales,1,4,Medical,1,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6,0.0,0,0.42857142857142855,1,0.21874993164064635,3903.392193215614
564,565,58,1.0,Travel_Rarely,601,Research & Development,7,4,Medical,1,3,Female,53,2,3,Manufacturing Director,1,Married,10008,12023,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9,0.29032248699274615,1,0.0,0,0.3225805411030513,3335.9888800370663
